booking_id,charge_description,statute,crime_type,crime_class
20180327152,ARMED ROBBERY/ARMED W/FIREARM,720-5/18-2(A)(2),F,X
20180327152,CRIM DMG TO PROP $500-10K,720-5/21-1(A)(1),F,4
20180327152,VOBB,725-5/110-S-A-E,F,3
20180327155,AGG KIDNAPING ARMED W/FIREARM,720-5/10-2(A)(6),F,X
20180327155,AGG VEHICLE HIJACKING/FIREARM,720-5/18-4(A)(4),F,X
20180327155,AGGRAVATED UNLAWFUL RESTRAINT,720-5/10-3.1(A),F,3
20180327155,ARMED ROBBERY/ARMED W/FIREARM,720-5/18-2(A)(2),F,X
20180327155,CRIM DMG TO PROP $500-10K,720-5/21-1(A)(1),F,4
20180327165,AGG UUW/LOADED/NO FCCA/FOID,720 ILCS 5/24-1.6(a)(1),F,4
20180327165,AGG UUW/LOADED/NO FCCA/FOID,720-5/24-1.6(A)(1),F,4
20180327165,AGG UUW/PERS/LOAD/NO FCCA/FOI,720-5/24-1.6(A)(2),F,4
20180327165,AGG UUW/PERSON/<21,720-5/24-1.6(A)(2),F,4
20180327165,AGG UUW/PERSON/LOADED/NO FCCA,720-5/24-1.6(A)(2),F,4
20180327165,AGG UUW/PERSON/NO FOID,720-5/24-1.6(A)(2),F,4
20180327165,AGG UUW/VEHICLE/<21,720-5/24-1.6(A)(1),F,4
20180327165,AGG UUW/VEHICLE/LOADED/NO FCC,720-5/24-1.6(A)(1),F,4
20180327165,AGG UUW/VEHICLE/NO FOID,720-5/24-1.6(A)(1),F,4
20180327180,BURGLARY,720-5/19-1(A),F,2
20180327180,DOMESTIC BATTERY - PHYSICAL C,720-5/12-3.2-A-2,M,A
20180327180,THEFT CONTROL INTENT $500<10K,720-5/16-1(A)(1)(A),F,3
20180327180,VIO BAIL BOND/CLASS 2 OFFENSE,720-5/32-10(A),F,3
20180327188,UNLWFL POSS CNTRLLD SUBSTANCE,720-570/402-C,F,4
20180327189,AGG DUI/3,625-5/11-501(A),F,2
20180327189,AGG DUI/3/BAC 0.16+,625-5/11-501(A),F,2
20180327189,AGG DUI/LIC SUSP OR REVOKED,625-5/11-501(A),F,4
20180327192,AGG UUW/PERSON/LOADED/NO FCCA,720-5/24-1.6(A)(2),F,4
20180327192,AGG UUW/VEHICLE/LOADED/NO FCC,720-5/24-1.6(A)(1),F,4
20180327201,FORGERY/ISSUE/DELIVER DOCUMEN,720-5/17-3(A)(2),F,3
20180327201,FORGERY/POSSESS WITH INTENT,720-5/17-3(A)(3),F,3
20180327201,OBTAIN SUBSTANCE BY FRAUD/1ST,720-570/406(B)(3),F,4
20180327201,POSS AMT CON SUB EXCEPT(A)/(D,720-570/402(C),F,4
20180327201,POSS BLANK/COUNT SCRIPT,720-570/406.2(A)(2),F,4
20180327201,POSS SCRIPT/NO PRESCRIBER,720-570/406.2(a)(3),F,4
20180327202,MFG/DEL 15<100 GR COCA/ANALOG,720 ILCS 570/401(a)(2)(A),F,X
20180327213,DOM BTRY/CONTACT/1-2  PRECONV,720-5/12-3.2(A)(2),F,4
20180327213,DOM BTRY/HARM/1-2  PRECONV,720-5/12-3.2(A)(1),F,4
20180327213,DOMESTIC BATTERY/OTHER PRIOR,720-5/12-3.2(A)(1),F,4
20180327213,DOMESTIC BATTERY/OTHER PRIOR,720-5/12-3.2(A)(2),F,4
20180327213,VIOLATE SEX OFFENDER REGIS,730-150/3(A),F,3
20180327216,AGG BATTERY/GREAT BODILY HARM,720 ILCS 5/12-4(a),F,3
20180327216,AGG BATTERY/GREAT BODILY HARM,720-5/12-3.05(a)(1),F,3
20180327216,AGG CRIM SEX ASLT/BODILY HARM,720 ILCS 5/11-1.30(a)(2),F,X
20180327216,AGG CRIM SEX ASLT/BODILY HARM,720-5/11-1.30(A)(2),F,X
20180327216,AGG CRIM SEX ASLT/THREAT LIFE,720 ILCS 5/11-1.30(a)(3),F,X
20180327216,AGG CRIM SEX ASLT/THREAT LIFE,720-5/11-1.30(A)(3),F,X
20180327216,AGG CRIM SEX ASSAULT/FELONY,720 ILCS 5/11-1.30(a)(4),F,X
20180327216,AGG CRIM SEX ASSAULT/FELONY,720-5/11-1.30(a)(4),F,X
20180327216,AGGRAVATED BATTERY/STRANGLE,720 ILCS 5/12-3.05(a)(5),F,3
20180327216,AGGRAVATED BATTERY/STRANGLE,720-5/12-3.05(a)(5),F,3
20180327217,FAIL TO RPT WKLY/NO ADDR/2ND+,730-150/3(A),F,2
20180327217,VIOLATE SEX OFFENDER REGIS/2+,730-150/3-A,F,2
20180327218,ARMED HABITUAL CRIMINAL,720-5/24-1.7(A),F,X
20180327218,FELON POSS/USE FIREARM PRIOR,720-5/24-1.1(A),F,2
20180327218,MFG/DEL CANNABIS/30-500 GRAMS,720-550/5(D),F,3
20180327218,POSS FIR FOID EXPIRED/NOT ELI,430-65/2(A)(1),F,3
20180328004,Fugitive From Justice,725 ILCS 225-13,Other,Other
20180328004,IDENTITY THEFT/KNOWS ID STOLE,720-5/16-30(A)(4),F,3
20180328004,KNOW POSS/FRAUD/DL/PERMIT,625-5/6-301.2(B)(1),F,4
20180328004,POSS FRAUDULENT ID CARD,15-335/14B(B)(1),F,4
20180328005,AMT NARC SCHED I/II/SCH/HS/PK,720-570/407(B)(2),F,1
20180328005,OTHER NON-NARCOTIC SCHED,720-570/401(E),F,X
20180328005,POSS AMT CON SUB EXCEPT(A,720-570/402(C),F,4
20180328010,FIREARM/FOID INVALID/NO ELIG,430 ILCS 65/2(a)(1),F,3
20180328010,MURDER/INTENT TO KILL/INJURE,720 ILCS 5/9-1(a)(1),F,M
20180328027,ATTEMPT( AGG KIDNAPG/<13/INTE,720 - 5/8-4(10-2(A)(,F,1
20180328032,MFG/DEL 15<100 GR HEROIN/ANLG,720 ILCS 570/401(a)(1)(A),F,X
20180328032,MFG/DEL15<100 GR HEROIN/A,720-570/401-A-,F,X
20180328032,MFG/DEL15<100 GR HEROIN/ANLG,720-570/401-A-1-A,F,X
20180328032,PCS - POSSESSION - POSS AMT C,720-570/402-C,F,4
20180328041,MFG/DEL 1<15 GR HEROIN/ANALOG,720-570/401(C)(1),F,1
20180328041,OTHER AMT NARCOTIC SCHED I&II,720-570/401(D)(I),F,2
20180328041,PCS - POSSESSION - POSS AMT C,720-570/402-C,F,4
20180328041,POSS AMT CON SUB EXCEPT(A)/(D,720-570/402(C),F,4
20180328041,RESISTING/OBSTRUCT/PC OFF/COR,720-5/31-1-A,M,A
20180328041,VOBB,725-5/110-1-A-E,F,4
20180328041,VOBB,725-5/110-S-A-E,F,4
20180328054,AGG DISCHARGE FIREARM/OCC VEH,720-5/24-1.2(A)(2),F,1
20180328054,AGG UUW/LOADED/NO FCCA/FOID,720-5/24-1.6(a)(1),F,4
20180328054,AGG UUW/VEHICLE/<21,720-5/24-1.6(a)(1),F,4
20180328054,AGG UUW/VEHICLE/LOADED/NO FCCA,720-5/24-1.6(a)(1),F,4
20180328054,AGG UUW/VEHICLE/NO FOID,720-5/24-1.6(a)(1),F,4
20180328054,CRIM SEX ASSAULT/FORCE,720-5/11-1.20(A)(1),F,1
20180328054,CRIM SEXUAL ABUSE/CONSENT,720-5/11-1.50(A)(2),F,4
20180328054,CRIMINAL SEX ASSAULT/CONS,720-5/11-1.20(A)(2),F,1
20180328054,CRIMINAL SEX ASSAULT/CONSENT,720-5/11-1.20(A)(2),F,1
20180328054,CRIMINAL SEXUAL ABUSE/FOR,720-5/11-1.50(A)(1),F,4
20180328054,PCS - POSSESSION - POSS AMT C,720-570/402-C,F,4
20180328054,POSS AMT CON SUB EXCEPT(A)/(D,720-570/402(C),F,4
20180328054,POSS CAN/>100-500 GRAM/1ST,720-550/4(D),F,4
20180328054,RECK DISCH FIREARM/ENDANGERS,720-5/24-1.5(A),F,4
20180328054,VOBB,725-5/110-S-A-E,F,X
20180328056,RESIDENTIAL BURGLARY,720-5/19-3(A),F,1
20180328057,CRIM DMG/GOVT PROP>$100K,720-5/21-1.01(A)(1),F,1
20180328057,"POSS STOLEN VEHICLE > $25,000",625-5/4-103.2(A)(3),F,1
20180328059,BURGLARY - RESIDENTIAL,720-5/19-3-A,F,1
20180328064,AGGRAVATED ASSAULT/PUBLIC PROP,720 ILCS 5/12-2(a),M,A
20180328076,BURGLARY,720-5/19-1(A),F,2
20180328076,BURGLARY W/O CAUSING DAMAGE,720-5/19-1(A),F,3
20180328076,IDENTITY THEFT/$2K-$10K,720-5/16-30(A)(1),F,2
20180328076,IDENTITY THEFT/$300-$2000,720-5/16-30(A)(1),F,3
20180328076,THEFT CON INTENT <$500 PRIOR,720-5/16-1(A)(1)(A),F,4
20180328076,USE FORGED CR/DEBIT CARD/>$30,720-5/17-36,F,3
20180328076,USE FORGED CR/DEBIT CARD/>$300,720-5/17-36,F,3
20180328077,AGG ASSAULT/USE DEADLY WEAPON,720-5/12-2-C-1,M,2
20180328077,AGG DOMESTIC BATTER/STRANGLE,720-5/12-3.3-A-5,F,2
20180328077,FORGERY/ISSUE/DELIVER DOCUMEN,720-5/17-3(A)(2),F,3
20180328077,IDENTITY THEFT/$2K-$10K,720-5/16-30(A)(1),F,2
20180328077,POSS/DISPLAY ALTERED ID CARD,15-335/14A(B)(1),F,4
20180328079,BURGLARY W/O CAUSING DAMAGE,720 - 5/19-1(A),F,3
20180328085,DRIVING ON SUSPENDED LICENSE,625-5/6-303-A TN521860,T,A
20180328085,RECEIVE/POSSESS/SELL  STO,625-5/4-103-A-,F,2
20180328089,CANNABIS - MFG/DEL - 10-30 GR,720-550/5-C,F,4
20180328089,MFG/DEL CANNABIS/10-30 GRAMS,720 ILCS 550/5(c),F,4
20180328089,UUW - WEAPON - FELON POSS,720-5/24-1.1-A,F,2
20180328093,AGG UUW/VEH/PREV CONVICTION,720-5/24-1.6(A)(1),F,2
20180328093,FELON POSS/USE FIREARM PRIOR,720-5/24-1.1(A),F,2
20180328094,FALSE REPORT OF VEHICLE THEFT,625-5/4-103(A)(6),F,2
20180328094,FALSE REPORT OF VEHICLE THEFT,625-5/4-103-A-6,F,2
20180328094,POSS TITLE/REGISTRATION STOLE,625-5/4-104-A-3,F,2
20180328094,RECEIVE/POSS/SELL STOLEN VEH,625-5/4-103(A)(1),F,2
20180328094,RECEIVE/POSSESS/SELL  STO,625-5/4-103-A-,F,2
20180328095,DRIVING ON SUSPENDED LICENSE,625 ILCS 5/6-303(a),M,A
20180328095,DRVG UNDER INFLU OF ALCOHOL,625 ILCS 5/11-501(a)(2),M,A
20180328099,AGG UUW/VEH/PREV CONVICTION,720-5/24-1.6(A)(1),F,2
20180328099,ARMED HABITUAL CRIMINAL,720-5/24-1.7(A),F,X
20180328099,FELON POSSESS WEAPON/2ND+,720-5/24-1.1(A),F,2
20180328099,STOP AT STOP SIGN,9-24-010(B)   TN055979,T,L
20180328099,STOP AT STOP SIGN,9-24-010(B)   TN453976,T,L
20180328099,TN453841,8-4-120,T,4
20180328099,TN453843,625 5/3-707,T,X
20180328101,ARMED ROBBERY/NO FIREARM,720-5/18-2(A)(1),F,X
20180328101,ROBBERY - AGG ROBBERY/INDICAT,720-5/18-1-B-1,F,1
20180328101,THEFT FROM PERSON,720-5/16-1(A)(3),F,3
20180328104,AGG BATTERY/JUDGE/EMT,720-5/12-3.05(d)(5),F,3
20180328104,AGG BATTERY/PEACE OFFICER,720-5/12-3.05(D)(4),F,2
20180328104,AGG BATTERY/PUBLIC PLACE,720-5/12-3.05(C),F,3
20180328104,AGG BTRY/PREGNANT/HANDICAPPED,720-5/12-3.05(D)(2),F,3
20180328104,DOMESTIC BATTERY/OTHER PR,720-5/12-3.2(A)(2),F,4
20180328104,DOMESTIC BATTERY/OTHER PRIOR,720-5/12-3.2(A)(1),F,4
20180328104,DRIVING RVK/SUSP DUI/SSS 2ND,625-5/6-303(A),F,4
20180328104,DRIVING RVK/SUSP DUI/SSS 3RD,625-5/6-303(A),F,4
20180328104,DRIVING RVK/SUSP DUI/SSS 4-9,625-5/6-303(A),F,4
20180328104,RESIST/PC OFF/CORR/FRFTR/INJ,720-5/31-1(a-7),F,4
20180328104,VOBB,725-5/110-S-A-E,F,A
20180328105,BATTERY,720-5/12-3-A-2,M,A
20180328106,AGG DUI/LIC SUSP OR REVOK,625-5/11-501(A),F,4
20180328106,AGG DUI/NO VALID INS,625-5/11-501(A),F,4
20180328106,Aggravated DUI,625 ILCS 5 11-501(d)(1)(h),,
20180328108,AGG DOMESTIC BATTERY/STRANGLE,720 ILCS 5/12-3.3(a-5),F,2
20180328155,CONTINUING FIN CRIME ENTR,720-5/17-10.6-,F,1
20180328155,CONTINUING FIN CRIME ENTRPRS,720-5/17-10.6(H),F,1
20180328155,DENTITY THEFT/$2K-$10K,720 5/16-30-A-1,F,2
20180328155,ID THEFT/USE ID/COMMIT FELONY,720-5/16-30(A)(2),F,3
20180328155,IDENTITY THEFT/$2K-$10K,720-5/16-30(A)(1),F,2
20180328155,IDENTITY THEFT/$300-$2000,720-5/16-30(A)(1),F,3
20180328155,IDENTITY THEFT/KNOWS ID STOLE,720-5/16-30(A)(4),F,3
20180328155,THEFT/CONTROL <$500/PRIOR,720-5/16-1(a)(1),F,4
20180328155,UNLAWFUL POSS CR/DEBIT CARD,720-5/17-32-B,F,4
20180328155,UNLWFL POSS 3+ CR/DEBIT CARDS,720-5/17-32(B),F,3
20180328155,USE FORGED CR/DEBIT CARD/>$30,720-5/17-36,F,3
20180328155,USE FORGED CR/DEBIT CARD/>$300,720-5/17-36,F,3
20180328164,DRIVING RVK/SUSP DUI/SSS 4-9,625-5/6-303(A),F,4
20180328164,YE765052,625 5/12-201(C),T,2
20180328164,YE765053,625 5/3-707,T,2
20180328169,POSSESS BURGLARY TOOLS,720-5/19-2(A),F,4
20180328169,RECEIVE/POSS/SELL STOLEN VEH,625-5/4-103(A)(1),F,2
20180328179,AGG BATTERY/PEACE OFFICER,720-5/12-3.05(D)(4),F,2
20180328179,AGG FLEEING POLICE/21 MPH OVE,625-5/11-204.1(A)(1),F,4
20180328179,ATTEMPT BURGLARY,720 - 5/8-4(19-1(A)),F,3
20180328179,ATTEMPT DISARM PC OFF/CORR EM,720-5/31-1A(B),F,2
20180328179,BURGLARY,720-5/19-1(A),F,2
20180328179,CRIM DMG/GOVT PROP/<$500,720-5/21-1.01(A)(1),F,4
20180328179,CRIM DMG/GOVT PROP/>$500-$10K,720-5/21-1.01(A)(1),F,3
20180328179,THEFT/STOLEN/ <$500 PRECO,720-5/16-1(A)(4),F,4
20180328179,THEFT/STOLEN/ <$500 PRECONV,720-5/16-1(A)(4),F,4
20180329002,DRVG ON SUSP LICENSE/FTA,625 ILCS 5/6-303(a),Petty Offense,Petty Offense
20180329002,POSS AMT CON SUB EXCEPT(A)/(D),720 ILCS 570/402(c),F,4
20180329002,POSSESS CANNABIS/2.5-10 GRAMS,720 ILCS 550/4(b),M,B
20180329006,AGG UUW/VEH/LOADED/NO FCCA 2+,720-5/24-1.6(A)(1),F,2
20180329006,ARMED HABITUAL CRIMINAL,720-5/24-1.7(A),F,X
20180329006,FELON POSS/USE FIREARM PRIOR,720-5/24-1.1(A),F,2
20180329008,MFG/DEL HEROIN/SCH/PUB HS/PK,720-570/407-B-1,F,X
20180329008,"UUW - WEAPON - FELON, POSSESS",720-5/24-1.1-A,F,3
20180329015,MFG/DEL 1<15 GR COCAINE/ANLG,720-570/401(C)(2),F,1
20180329015,OTHER AMT NARCOTIC SCHED I&II,720-570/401(D)(I),F,2
20180329020,AGGRAVATED UNLAWFUL RESTRAINT,720-5/10-3.1(a),F,3
20180329020,ARMED ROBBERY/NO FIREARM,720-5/18-2(A)(1),F,X
20180329020,ISSUANCE OF WARRANT,725-5/17-56(A),M,A
20180329020,REPLICA FIREARMS/PELLET GUNS,4-144-190,Q,L
20180329020,ROBBERY - ARMED - OTHER DANGE,720-5/18-2-A-1,F,X
20180329021,AGG UUW/PERSON/PREV CONVICTIO,720-5/24-1.6(A)(2),F,2
20180329021,AGG UUW/VEH/PREV CONVICTION,720-5/24-1.6(A)(1),F,2
20180329021,ARMED HABITUAL CRIMINAL,720-5/24-1.7(A),F,X
20180329021,FELON POSS/USE FIREARM PRIOR,720-5/24-1.1(A),F,2
20180329021,THEFT CONTROL INTENT $300,720-5/16-1(A)(1)(A),F,3
20180329076,BATTERY/MAKES PHYSICAL CONTACT,720 ILCS 5/12-3(a)(2),M,A
20180329084,AGG DOMESTIC BATTERY/STRANGLE,720-5/12-3.3(A-5),F,2
20180329084,AGGRAVATED BATTERY/STRANG,720-5/12-3.05(A)(5),F,3
20180329084,AGGRAVATED BATTERY/STRANGLE,720-5/12-3.05(A)(5),F,3
20180329084,DOMESTIC BATTERY/OTHER PRIOR,720-5/12-3.2(A)(1),F,4
20180329084,HOME INVASION/CAUSE INJURY,720-5/19-6(A)(2),F,X
20180329084,HOME INVASION/DANGEROUS WEAPO,720-5/19-6(A)(1),F,X
20180329084,POSS OF CANNABIS,720 550/4(B),M,
20180329084,ROBBERY,720-5/18-1(A),F,2
20180329084,UNLAWFUL RESTRAINT,720-5/10-3,F,4
20180329099,AGGRAVATED DOMESTIC BATTERY,720-5/12-3.3(A),F,2
20180329099,DOMESTIC BATTERY/OTHER PRIOR,720-5/12-3.2(A)(1),F,4
20180329116,AGG UUW/VEH/PREV CONVICTION,720-5/24-1.6(A)(1),F,2
20180329116,ARMED HABITUAL CRIMINAL,720-5/24-1.7(A),F,X
20180329116,ARMED VIOLENCE/CATEGORY I,720-5/33A-2(A),F,X
20180329116,DOMESTIC BATTERY - BODILY HAR,720-5/12-3.2-A-1,M,A
20180329116,FELON POSS/USE FIREARM PRIOR,720-5/24-1.1(A),F,2
20180329116,FIREARM/FOID INVALID/NOT ELIG,430-65/2(a)(1),F,3
20180329116,MFG/DEL CANNABIS/30-500 GRAMS,720-550/5(d),F,3
20180329116,OTHER AMT NARCOTIC SCHED I&II,720-570/401(d)(i),F,2
20180329116,PHONE HARASSMENT/REPEAT CALLS,720-5/26.5-2-A-4,M,A
20180329116,VIOLATE ORDER PROTECTION,720-5/12-3.4-A-1,M,A
20180329123,AGG ASSAULT/USE DEADLY WEAPON,720-5/12-2-C-1,M,A
20180329123,FELON POSS/USE FIREARM PRIOR,720-5/24-1.1(A),F,2
20180329123,METH - POSSESSION OF METH/15<,720-646/60-A,F,1
20180329128,AGG UUW/PERSON/PREV CONVICTIO,720-5/24-1.6(A)(2),F,2
20180329128,AGG UUW/PERSON/PREV CONVICTION,720-5/24-1.6(a)(2),F,2
20180329128,AGG UUW/VEH/PREV CONVICTION,720-5/24-1.6(A)(1),F,2
20180329128,ARMED HABITUAL CRIMINAL,720-5/24-1.7(A),F,X
20180329128,FELON POSS/USE FIREARM PRIOR,720-5/24-1.1(A),F,2
20180329139,AGG BATTERY/PEACE OFFICER,720-5/12-3.05(D)(4),F,2
20180329139,ATTEMPT DISARM PC OFF/CORR EM,720-5/31-1A(B),F,2
20180329139,METH DELIVERY<5 GRAMS,720-646/55(A)(1),F,2
20180329139,RESIST/PC OFF/CORR/FRFTR/INJ,720-5/31-1(A-7),F,4
20180329139,VOBB,725-5/110-S-A-E,F,3
20180329140,CRIM TRESPASS TO STATE LAND,720 ILCS 5/21-5(a),M,A
20180329140,MFG/DEL CANNABIS/30-500 GRAMS,720 ILCS 550/5(d),F,3
20180329147,AGG UUW/LOADED/NO FCCA/FOID,720-5/24-1.6(A)(1),F,4
20180329147,AGG UUW/PERS/LOAD/NO FCCA/FOI,720-5/24-1.6(A)(2),F,4
20180329147,AGG UUW/PERSON/<21,720-5/24-1.6(a)(2),F,4
20180329147,AGG UUW/PERSON/DELINQ MINOR,720-5/24-1.6(a)(2),F,4
20180329147,AGG UUW/PERSON/LOADED/NO FCCA,720-5/24-1.6(a)(2),F,4
20180329147,AGG UUW/PERSON/NO FOID,720-5/24-1.6(a)(2),F,4
20180329147,AGG UUW/VEH/DELINQUENT MINOR,720-5/24-1.6(A)(1),F,4
20180329147,AGG UUW/VEHICLE/<21,720-5/24-1.6(A)(1),F,4
20180329147,AGG UUW/VEHICLE/LOADED/NO FCC,720-5/24-1.6(A)(1),F,4
20180329147,AGG UUW/VEHICLE/NO FOID,720-5/24-1.6(A)(1),F,4
20180329147,CRIMINAL TRESPASS TO VEHICLES,720 ILCS 5/21-2(a),M,A
20180329163,,,,
20180329163,ACCIDENT INJURY/DEATH/11-,625-5/11-401(A),F,4
20180329163,AGG BATTERY/PUBLIC PLACE,720-5/12-3.05(C),F,3
20180329163,AGG BATTERY/USE DEADLY WE,720-5/12-3.05(F)(1),F,3
20180329163,ESCAPE,730 5/5-8A-4.1A,F,A
20180329163,ESCAPE/VIOLATE ELEC MONITORIN,730-5/5-8A-4.1(A),F,3
20180329163,FAILURE REPORT ACCIDENT/INJUR,625-5/11-401(B),F,2
20180329163,ROBBERY,720-5/18-1(A),F,2
20180329168,AGGRAVATED DOMESTIC BATTERY,720 ILCS 5/12-3.3(a),F,2
20180329169,AGG DUI/2/PASS <16,625-5/11-501(A),F,2
20180329169,CAUSE CHILD/ENDANGERED/2+,720-5/12C-5(a)(1),F,3
20180329172,DRIVING ON SUSPENDED LICENSE,625 ILCS 5/6-303(a),M,A
20180329176,RET THEFT/DISP MERCH/>$300,720-5/16-25(A)(1),F,3
20180329176,RETAIL THEFT/DISP MERCH/<$300,720-5/16-25-A-1,M,A
20180329176,THEFT/DISP MERCH/<$300/PRECON,720-5/16-25(A)(1),F,4
20180329178,AGG UUW/PERSON/PREV CONVICTIO,720-5/24-1.6(A)(2),F,2
20180329178,AGG UUW/PERSON/PREV CONVICTION,720-5/24-1.6(a)(2),F,2
20180329178,AGG UUW/VEH/PREV CONVICTION,720-5/24-1.6(A)(1),F,2
20180329178,ARMED HABITUAL CRIMINAL,720-5/24-1.7(A),F,X
20180329178,FELON POSS/USE FIREARM PRIOR,720-5/24-1.1(A),F,2
20180329184,DRIVING RVK/SUSP DUI/SSS 2ND,625-5/6-303(A),F,4
20180329184,DRIVING RVK/SUSP DUI/SSS 3RD,625-5/6-303(A),F,4
20180329184,DRIVING RVK/SUSP DUI/SSS 4-9,625-5/6-303(A),F,4
20180329192,AGG BATTERY/JUDGE/EMT,720 ILCS 5/12-3.05(d)(5),F,3
20180329192,BATTERY/MAKES PHYSICAL CONTACT,720 ILCS 5/12-3(a)(2),M,A
20180329192,ESCAPE,730 5/5 8A-4 1 A,M,Z
20180329192,ESCAPE/VIOLATE ELEC MONITORING,730 ILCS 5/5-8A-4.1(a),F,3
20180329201,AGG UUW/LOADED/NO FCCA/FOID,720 ILCS 5/24-1.6(a)(1),F,4
20180329205,MURDER - FIRST DEGREE,720-5/9-1-A-1,F,M
20180329205,MURDER/INTENT TO KILL/INJURE,720 ILCS 5/9-1(a)(1),F,M
20180329207,AGG CRIM SEX ABUSE/VICTIM <13,720-5/11-1.60(C)(1)(I),F,2
20180329207,AGG CRIM SX AB/>5 YR OLDER VIC,720-5/11-1.60(d),F,2
20180329207,PRED CRIM SEX ASLT/VICTIM <13,720-5/11-1.40(A)(1),F,X
20180329207,SEX EXPLOIT CHILD<13/SEX ACT,720-5/11-9.1(a)(1),F,4
20180329210,AGG CRIM SEX ABUSE/VICTIM <13,720 ILCS 5/11-1.60(c)(1)(i),F,2
20180330033,BURGLARY,720-5/19-1(A),F,2
20180330033,DRIVING RVK/SUSP DUI/SSS 2ND,625-5/6-303(A),F,4
20180330033,POSS FRAUDULENT ID CARD,15-335/14B(B)(1),F,4
20180330033,RETAIL THEFT/DISP MERCH/<$300,720 ILCS 5/16-25(a)(1),M,A
20180330051,PCS - POSSESSION - POSS A,720-570/402-C,F,4
20180330059,ARMED HABITUAL CRIMINAL,720-5/24-1.7(A),F,X
20180330059,FELON POSSESS WEAPON/2ND+,720-5/24-1.1(A),F,2
20180330068,AGG CRIM SEX ABUSE/VIC 13-17,720-5/11-1.60(C)(1)(II),F,2
20180330068,AGG CRIM SEX ABUSE/VICTIM <13,720-5/11-1.60(C)(1)(I),F,2
20180330068,AGG CRIM SEX ASSAULT/FELONY,720-5/11-1.30(A)(4),F,X
20180330068,AGG KIDNAPING/INFLICT HARM,720-5/10-2(A)(3),F,X
20180330068,DOMESTIC BATTERY,720-5/12-3.2-A-1,M,2
20180330068,VIOLATION OF OP,720 5.0/12-3.4-A-1,M,A
20180330079,DRIVING RVK/SUSP DUI/SSS,625-5/6-303(A),M,A
20180330079,DRIVING RVK/SUSP DUI/SSS 2ND,625-5/6-303(A),F,4
20180330079,DRIVING RVK/SUSP DUI/SSS 3RD,625-5/6-303(A),F,4
20180330079,DRIVING RVK/SUSP DUI/SSS 4-9,625-5/6-303(A),F,4
20180330079,TN373935,625-5/6-303,T,A
20180330079,TN373936,625-5/3-707,T,A
20180330079,VOBB,725-5/110-A-E,F,A
20180330085,AGG ROBBERY/INDICATE ARM W/FI,720-5/18-1(B)(1),F,1
20180330085,ARMED ROBBERY/ARMED W/FIREARM,720-5/18-2(A)(2),F,X
20180330085,HOME INVASION/FIREARM,720-5/19-6(A)(3),F,X
20180330085,RESIDENTIAL BURGLARY,720-5/19-3(A),F,1
20180330085,ROBBERY,720-5/18-1(A),F,2
20180330089,MFG/DEL 1<15 GR HEROIN/AN,720-570/401(C)(1),F,1
20180330089,POSS AMT CON SUB EXCEPT(A,720-570/402(C),F,4
20180330094,AGG BATTERY/DISCHARGE FIREARM,720-5/12-3.05(E)(1),F,X
20180330094,ATTEMPT MURDER/INTENT TO KILL,720 - 5/8-4(A)(720-5,F,X
20180330094,MURDER/INTENT TO KILL/INJURE,720-5/9-1(A)(1),F,M
20180330094,MURDER/STRONG PROB KILL/INJUR,720-5/9-1(A)(2),F,M
20180330100,27300120,625-5/11-501-A-2,T,A
20180330100,27300121,625-5/11-601.5-A,T,A
20180330100,27300122,625-5/11-709-A,T,A
20180330100,27300123,625-5/11-804-D,T,A
20180330100,27300124,625-5/6-101,T,A
20180330100,27300125,625-5/6-303-A,T,A
20180330100,AGG DUI/NO VALID DL,625-5/11-501(A),F,4
20180330100,OTHER AMT NARCOTIC SCHED,720-570/401(D),F,2
20180330100,POSS AMT CON SUB EXCEPT(A)/(D),720 ILCS 570/402(c),F,4
20180330107,AGG BATTERY/PEACE OFFICER,720-5/12-3.05(D)(4),F,2
20180330107,AGG UUW/PERSON/<21,720-5/24-1.6(a)(2),F,4
20180330107,AGG UUW/PERSON/DELINQ MINOR,720-5/24-1.6(a)(2),F,4
20180330107,AGG UUW/PERSON/NO FOID,720-5/24-1.6(a)(2),F,4
20180330107,AGG UUW/VEH/DELINQUENT MINOR,720-5/24-1.6(A)(1),F,4
20180330107,AGG UUW/VEHICLE/<21,720-5/24-1.6(A)(1),F,4
20180330107,AGG UUW/VEHICLE/NO FOID,720-5/24-1.6(A)(1),F,4
20180330107,DRIVING ON SUSPENDED LICENSE,625 ILCS 5/6-303(a),M,A
20180330107,POSS FIREARM W/ DEFACED SER N,720-5/24-5(B),F,3
20180330107,RESIDENTIAL BURGLARY,720-5/19-3(A),F,1
20180330107,RESIST/PC OFF/CORR/FRFTR/INJ,720-5/31-1(a-7),F,4
20180330116,ASSAULT,720-5/12-1(A),M,A
20180330116,DOMESTIC BATTERY - PHYSICAL C,720-5/12-3.2-A-2,M,A
20180330116,POSS AMT CON SUB EXCEPT(A)/(D,720-570/402(C),F,4
20180330116,UUW -  WEAPON - CARRY W/ INTE,720-5/24-1-A-2,M,A
20180330121,MFG/DEL 1<15 GR HEROIN/ANALOG,720-570/401(C)(1),F,1
20180330121,SOLICITING UNLAWFUL BUSINESS,10-8-515,Q,1
20180330122,AGG FLEEING POLICE/21 MPH OVE,625-5/11-204.1(A)(1),F,4
20180330122,AGG FLEEING/DMG >$300 PROPERT,625-5/11-204.1(A)(3),F,4
