incident_detail_id,incident_details_count,booking_id,disciplinary_event_date_time,disciplinary_event_network_id,incident_type,incident_category
inc_20140926012_CIID-2018-11556,1,20140926012,2018-09-06 15:45:00,CIID-2018-11556,Contraband Recovery,Contraband Confiscated (From Detainee)
inc_20180623183_CIID-2018-11556,1,20180623183,2018-09-06 15:45:00,CIID-2018-11556,Contraband Recovery,Contraband Confiscated (From Detainee)
inc_20180623079_CIID-2018-11628,1,20180623079,2018-09-06 10:30:00,CIID-2018-11628,Destruction Of Property,Destruction of Property
inc_20180330089_CIID-2018-12197,1,20180330089,2018-09-19 10:13:00,CIID-2018-12197,Disciplinary,Attempt Battery to Staff
inc_20180303094_CIID-2018-4585,1,20180303094,2018-04-06 10:00:00,CIID-2018-4585,Contraband Recovery,Contraband Confiscated (From Detainee)
inc_20180115001_CIID-2018-6097,1,20180115001,2018-05-09 11:00:00,CIID-2018-6097,Informational,
inc_20170321039_CIID-2018-9452,1,20170321039,2018-07-24 11:00:00,CIID-2018-9452,Disciplinary,Disciplinary
inc_20170321039_CIID-2018-9452,2,20170321039,2018-07-24 11:00:00,CIID-2018-9452,Disciplinary,Destruction of Property
inc_20170529128_CIID-2018-9452,1,20170529128,2018-07-24 11:00:00,CIID-2018-9452,Disciplinary,Destruction of Property
inc_20170529128_CIID-2018-9452,2,20170529128,2018-07-24 11:00:00,CIID-2018-9452,Disciplinary,Disciplinary
inc_20170825163_CIID-2018-9452,1,20170825163,2018-07-24 11:00:00,CIID-2018-9452,Disciplinary,Destruction of Property
inc_20170825163_CIID-2018-9452,2,20170825163,2018-07-24 11:00:00,CIID-2018-9452,Disciplinary,Disciplinary
inc_20180330085_CIID-2018-9452,1,20180330085,2018-07-24 11:00:00,CIID-2018-9452,Disciplinary,Disciplinary
inc_20180330085_CIID-2018-9452,2,20180330085,2018-07-24 11:00:00,CIID-2018-9452,Disciplinary,Destruction of Property
inc_20180608172_CIID-2018-9452,1,20180608172,2018-07-24 11:00:00,CIID-2018-9452,Disciplinary,Destruction of Property
inc_20180608172_CIID-2018-9452,2,20180608172,2018-07-24 11:00:00,CIID-2018-9452,Disciplinary,Disciplinary
inc_20180626168_CIID-2018-9452,1,20180626168,2018-07-24 11:00:00,CIID-2018-9452,Disciplinary,Destruction of Property
inc_20180626168_CIID-2018-9452,2,20180626168,2018-07-24 11:00:00,CIID-2018-9452,Disciplinary,Disciplinary
inc_20171123015_CNBE-2018-1348,1,20171123015,2018-01-26 11:50:00,CNBE-2018-1348,Inmate Fight,Inmate Fight
inc_20171230017_CNBE-2018-1348,1,20171230017,2018-01-26 11:50:00,CNBE-2018-1348,Inmate Fight,Inmate Fight
inc_20180121064_CNBE-2018-1348,1,20180121064,2018-01-26 11:50:00,CNBE-2018-1348,Inmate Fight,Inmate Fight
inc_20180308151_CNBE-2018-3453,1,20180308151,2018-03-13 09:46:00,CNBE-2018-3453,Inmate Fight,Inmate Fight
inc_20180224010_CNBE-2018-3958,1,20180224010,2018-03-23 14:00:00,CNBE-2018-3958,Disciplinary,Disciplinary
inc_20180516067_CNBE-2018-6417,1,20180516067,2018-05-16 14:30:00,CNBE-2018-6417,Flood,
inc_20180517040_CNBE-2018-6733,1,20180517040,2018-05-23 13:00:00,CNBE-2018-6733,Inmate Fight,
inc_20180519043_CNBE-2018-6733,1,20180519043,2018-05-23 13:00:00,CNBE-2018-6733,Inmate Fight,
inc_20180604037_CNBE-2018-8031,1,20180604037,2018-06-22 10:10:00,CNBE-2018-8031,Inmate Fight,Inmate Fight
inc_20180616034_CNBE-2018-8031,1,20180616034,2018-06-22 10:10:00,CNBE-2018-8031,Inmate Fight,Inmate Fight
inc_20180420097_CNFL-2018-10191,1,20180420097,2018-08-09 11:00:00,CNFL-2018-10191,Inmate Fight,Inmate Fight
inc_20180712020_CNFL-2018-10191,1,20180712020,2018-08-09 11:00:00,CNFL-2018-10191,Inmate Fight,Inmate Fight
inc_20180712038_CNFL-2018-10191,1,20180712038,2018-08-09 11:00:00,CNFL-2018-10191,Inmate Fight,Inmate Fight
inc_20180725029_CNFL-2018-10191,1,20180725029,2018-08-09 11:00:00,CNFL-2018-10191,Inmate Fight,Inmate Fight
inc_20170211188_CNFL-2018-2118,1,20170211188,2018-02-13 12:30:00,CNFL-2018-2118,Disciplinary,Disciplinary
inc_20170211188_CNFL-2018-2118,2,20170211188,2018-02-13 12:30:00,CNFL-2018-2118,Disciplinary,Informational
inc_20170826006_CNFL-2018-2118,1,20170826006,2018-02-13 12:30:00,CNFL-2018-2118,Disciplinary,Disciplinary
inc_20170826006_CNFL-2018-2118,2,20170826006,2018-02-13 12:30:00,CNFL-2018-2118,Disciplinary,Informational
inc_20180130037_CNFL-2018-2118,1,20180130037,2018-02-13 12:30:00,CNFL-2018-2118,Disciplinary,Informational
inc_20180130037_CNFL-2018-2118,2,20180130037,2018-02-13 12:30:00,CNFL-2018-2118,Disciplinary,Disciplinary
inc_20180204052_CNFL-2018-2118,1,20180204052,2018-02-13 12:30:00,CNFL-2018-2118,Disciplinary,Disciplinary
inc_20180204052_CNFL-2018-2118,2,20180204052,2018-02-13 12:30:00,CNFL-2018-2118,Disciplinary,Informational
inc_20171217046_CNFL-2018-553,1,20171217046,2018-01-12 09:30:00,CNFL-2018-553,Inmate Fight,Inmate Fight
inc_20180106057_CNFL-2018-553,1,20180106057,2018-01-12 09:30:00,CNFL-2018-553,Inmate Fight,Inmate Fight
inc_20180508033_CNFL-2018-7367,1,20180508033,2018-06-06 11:05:00,CNFL-2018-7367,Inmate Fight,Inmate Fight
inc_20180603142_CNFL-2018-7367,1,20180603142,2018-06-06 11:05:00,CNFL-2018-7367,Inmate Fight,Inmate Fight
inc_20180302157_CNGR-2018-11876,1,20180302157,2018-09-13 14:50:00,CNGR-2018-11876,Inmate Fight,Inmate Fight
inc_20180905127_CNGR-2018-11876,1,20180905127,2018-09-13 14:50:00,CNGR-2018-11876,Inmate Fight,Inmate Fight
inc_20180122155_CNGR-2018-7197,1,20180122155,2018-06-01 12:00:00,CNGR-2018-7197,Disciplinary,Disciplinary
inc_20180524071_CNGR-2018-7197,1,20180524071,2018-06-01 12:00:00,CNGR-2018-7197,Disciplinary,Disciplinary
inc_20180526204_CNGR-2018-7197,1,20180526204,2018-06-01 12:00:00,CNGR-2018-7197,Disciplinary,Disciplinary
inc_20180526235_CNGR-2018-7197,1,20180526235,2018-06-01 12:00:00,CNGR-2018-7197,Disciplinary,Disciplinary
inc_20180527021_CNGR-2018-7197,1,20180527021,2018-06-01 12:00:00,CNGR-2018-7197,Disciplinary,Disciplinary
inc_20180527054_CNGR-2018-7197,1,20180527054,2018-06-01 12:00:00,CNGR-2018-7197,Disciplinary,Disciplinary
inc_20180527055_CNGR-2018-7197,1,20180527055,2018-06-01 12:00:00,CNGR-2018-7197,Disciplinary,Disciplinary
inc_20180528185_CNGR-2018-7197,1,20180528185,2018-06-01 12:00:00,CNGR-2018-7197,Disciplinary,Disciplinary
inc_20180528205_CNGR-2018-7197,1,20180528205,2018-06-01 12:00:00,CNGR-2018-7197,Disciplinary,Disciplinary
inc_20180530019_CNGR-2018-7197,1,20180530019,2018-06-01 12:00:00,CNGR-2018-7197,Disciplinary,Disciplinary
inc_20180404142_CS111-2018-5055,1,20180404142,2018-04-17 11:15:00,CS111-2018-5055,Informational,
inc_20180418126_CS51-2018-6094,1,20180418126,2018-05-09 10:47:00,CS51-2018-6094,Inmate Fight,Inmate Fight
inc_20180503158_CS51-2018-6094,1,20180503158,2018-05-09 10:47:00,CS51-2018-6094,Inmate Fight,Inmate Fight
inc_20180127121_DIV08-2018-10025,1,20180127121,2018-08-05 22:28:00,DIV08-2018-10025,Disciplinary,Battery to Inmate
inc_20180127121_DIV08-2018-10025,2,20180127121,2018-08-05 22:28:00,DIV08-2018-10025,Disciplinary,Medical Involved
inc_20180127121_DIV08-2018-10025,3,20180127121,2018-08-05 22:28:00,DIV08-2018-10025,Disciplinary,Disciplinary
inc_20180328155_DIV08-2018-10025,1,20180328155,2018-08-05 22:28:00,DIV08-2018-10025,Disciplinary,Disciplinary
inc_20180328155_DIV08-2018-10025,2,20180328155,2018-08-05 22:28:00,DIV08-2018-10025,Disciplinary,Battery to Inmate
inc_20180328155_DIV08-2018-10025,3,20180328155,2018-08-05 22:28:00,DIV08-2018-10025,Disciplinary,Medical Involved
inc_20180704038_DIV08-2018-10025,1,20180704038,2018-08-05 22:28:00,DIV08-2018-10025,Disciplinary,Battery to Inmate
inc_20180704038_DIV08-2018-10025,2,20180704038,2018-08-05 22:28:00,DIV08-2018-10025,Disciplinary,Disciplinary
inc_20180704038_DIV08-2018-10025,3,20180704038,2018-08-05 22:28:00,DIV08-2018-10025,Disciplinary,Medical Involved
inc_20180521171_DIV08-2018-10038,1,20180521171,2018-08-06 11:05:00,DIV08-2018-10038,Informational,Disciplinary
inc_20180531107_DIV08-2018-10038,1,20180531107,2018-08-06 11:05:00,DIV08-2018-10038,Informational,Disciplinary
inc_20180731068_DIV08-2018-10038,1,20180731068,2018-08-06 11:05:00,DIV08-2018-10038,Informational,Disciplinary
inc_20180510183_DIV08-2018-10039,1,20180510183,2018-08-06 09:30:00,DIV08-2018-10039,Disciplinary,Disciplinary
inc_20180510183_DIV08-2018-10039,2,20180510183,2018-08-06 09:30:00,DIV08-2018-10039,Disciplinary,Informational
inc_20180530128_DIV08-2018-10039,1,20180530128,2018-08-06 09:30:00,DIV08-2018-10039,Disciplinary,Disciplinary
inc_20180530128_DIV08-2018-10039,2,20180530128,2018-08-06 09:30:00,DIV08-2018-10039,Disciplinary,Informational
inc_20180602191_DIV08-2018-10039,1,20180602191,2018-08-06 09:30:00,DIV08-2018-10039,Disciplinary,Disciplinary
inc_20180602191_DIV08-2018-10039,2,20180602191,2018-08-06 09:30:00,DIV08-2018-10039,Disciplinary,Informational
inc_20180222196_DIV08-2018-10046,1,20180222196,2018-08-07 12:15:00,DIV08-2018-10046,Disciplinary,Disciplinary
inc_20180629142_DIV08-2018-10051,1,20180629142,2018-08-06 13:13:00,DIV08-2018-10051,Deescalation/Use of Force,Use of Force
inc_20180629142_DIV08-2018-10051,2,20180629142,2018-08-06 13:13:00,DIV08-2018-10051,Deescalation/Use of Force,Disciplinary
inc_20170516044_DIV08-2018-10065,1,20170516044,2018-08-06 19:14:00,DIV08-2018-10065,Inmate Fight,Medical Involved
inc_20170516044_DIV08-2018-10065,2,20170516044,2018-08-06 19:14:00,DIV08-2018-10065,Inmate Fight,Disciplinary
inc_20170516044_DIV08-2018-10065,3,20170516044,2018-08-06 19:14:00,DIV08-2018-10065,Inmate Fight,Inmate Fight
inc_20180629142_DIV08-2018-10065,1,20180629142,2018-08-06 19:14:00,DIV08-2018-10065,Inmate Fight,Disciplinary
inc_20180629142_DIV08-2018-10065,2,20180629142,2018-08-06 19:14:00,DIV08-2018-10065,Inmate Fight,Medical Involved
inc_20180629142_DIV08-2018-10065,3,20180629142,2018-08-06 19:14:00,DIV08-2018-10065,Inmate Fight,Inmate Fight
inc_20180616107_DIV08-2018-10073,1,20180616107,2018-08-06 20:30:00,DIV08-2018-10073,Disciplinary,Disciplinary
inc_20180616107_DIV08-2018-10073,2,20180616107,2018-08-06 20:30:00,DIV08-2018-10073,Disciplinary,Informational
inc_20180305011_DIV08-2018-10074,1,20180305011,2018-08-06 22:30:00,DIV08-2018-10074,Inmate Fight,Inmate Fight
inc_20180616205_DIV08-2018-10074,1,20180616205,2018-08-06 22:30:00,DIV08-2018-10074,Inmate Fight,Inmate Fight
inc_20180130234_DIV08-2018-10081,1,20180130234,2018-08-07 08:35:00,DIV08-2018-10081,Disciplinary,Masturbation
inc_20180130234_DIV08-2018-10081,2,20180130234,2018-08-07 08:35:00,DIV08-2018-10081,Disciplinary,Disciplinary
inc_20180510208_DIV08-2018-10113,1,20180510208,2018-08-07 17:50:00,DIV08-2018-10113,Inmate Fight,Informational
inc_20180510208_DIV08-2018-10113,2,20180510208,2018-08-07 17:50:00,DIV08-2018-10113,Inmate Fight,Medical Involved
inc_20180510208_DIV08-2018-10113,3,20180510208,2018-08-07 17:50:00,DIV08-2018-10113,Inmate Fight,Inmate Fight
inc_20180510208_DIV08-2018-10113,4,20180510208,2018-08-07 17:50:00,DIV08-2018-10113,Inmate Fight,Disciplinary
inc_20180804121_DIV08-2018-10113,1,20180804121,2018-08-07 17:50:00,DIV08-2018-10113,Inmate Fight,Medical Involved
inc_20180804121_DIV08-2018-10113,2,20180804121,2018-08-07 17:50:00,DIV08-2018-10113,Inmate Fight,Informational
inc_20180804121_DIV08-2018-10113,3,20180804121,2018-08-07 17:50:00,DIV08-2018-10113,Inmate Fight,Disciplinary
inc_20180804121_DIV08-2018-10113,4,20180804121,2018-08-07 17:50:00,DIV08-2018-10113,Inmate Fight,Inmate Fight
inc_20180511157_DIV08-2018-10116,1,20180511157,2018-08-07 19:00:00,DIV08-2018-10116,Flood,Flood
inc_20180306221_DIV08-2018-10163,1,20180306221,2018-08-08 18:00:00,DIV08-2018-10163,Disciplinary,Disciplinary
inc_20180306221_DIV08-2018-10163,2,20180306221,2018-08-08 18:00:00,DIV08-2018-10163,Disciplinary,Informational
inc_20180422036_DIV08-2018-10163,1,20180422036,2018-08-08 18:00:00,DIV08-2018-10163,Disciplinary,Disciplinary
inc_20180422036_DIV08-2018-10163,2,20180422036,2018-08-08 18:00:00,DIV08-2018-10163,Disciplinary,Informational
inc_20180117134_DIV08-2018-10183,1,20180117134,2018-08-09 09:14:00,DIV08-2018-10183,Disciplinary,Medical Involved
inc_20180117134_DIV08-2018-10183,2,20180117134,2018-08-09 09:14:00,DIV08-2018-10183,Disciplinary,Disciplinary
inc_20180317067_DIV08-2018-10183,1,20180317067,2018-08-09 09:14:00,DIV08-2018-10183,Disciplinary,Disciplinary
inc_20180317067_DIV08-2018-10183,2,20180317067,2018-08-09 09:14:00,DIV08-2018-10183,Disciplinary,Medical Involved
inc_20180108137_DIV08-2018-10208,1,20180108137,2018-08-09 12:50:00,DIV08-2018-10208,Deescalation/Fight,Disciplinary
inc_20180108137_DIV08-2018-10208,2,20180108137,2018-08-09 12:50:00,DIV08-2018-10208,Deescalation/Fight,Inmate Fight
inc_20180805101_DIV08-2018-10208,1,20180805101,2018-08-09 12:50:00,DIV08-2018-10208,Deescalation/Fight,Disciplinary
inc_20180805101_DIV08-2018-10208,2,20180805101,2018-08-09 12:50:00,DIV08-2018-10208,Deescalation/Fight,Inmate Fight
inc_20171113115_DIV08-2018-10212,1,20171113115,2018-08-09 13:55:00,DIV08-2018-10212,Disciplinary,Disciplinary
inc_20180222196_DIV08-2018-10212,1,20180222196,2018-08-09 13:55:00,DIV08-2018-10212,Disciplinary,Disciplinary
inc_20180516177_DIV08-2018-10216,1,20180516177,2018-08-09 14:30:00,DIV08-2018-10216,Deescalation/Fight,Inmate Fight
inc_20180717092_DIV08-2018-10216,1,20180717092,2018-08-09 14:30:00,DIV08-2018-10216,Deescalation/Fight,Inmate Fight
inc_20180222196_DIV08-2018-10228,1,20180222196,2018-08-09 16:40:00,DIV08-2018-10228,Use of Force,Battery to Staff
inc_20180222196_DIV08-2018-10228,2,20180222196,2018-08-09 16:40:00,DIV08-2018-10228,Use of Force,Disciplinary
inc_20180222196_DIV08-2018-10228,3,20180222196,2018-08-09 16:40:00,DIV08-2018-10228,Use of Force,Use of Force
inc_20180507151_DIV08-2018-10241,1,20180507151,2018-08-09 19:50:00,DIV08-2018-10241,Disciplinary,Disciplinary
inc_20180615240_DIV08-2018-10248,1,20180615240,2018-08-10 02:35:00,DIV08-2018-10248,Disciplinary,Disciplinary
inc_20180615240_DIV08-2018-10248,2,20180615240,2018-08-10 02:35:00,DIV08-2018-10248,Disciplinary,Informational
inc_20180216202_DIV08-2018-10276,1,20180216202,2018-08-10 15:20:00,DIV08-2018-10276,Disciplinary,Disciplinary
inc_20180726003_DIV08-2018-10276,1,20180726003,2018-08-10 15:20:00,DIV08-2018-10276,Disciplinary,Disciplinary
inc_20180413132_DIV08-2018-10350,1,20180413132,2018-08-12 10:15:00,DIV08-2018-10350,Disciplinary,
inc_20180531245_DIV08-2018-10350,1,20180531245,2018-08-12 10:15:00,DIV08-2018-10350,Disciplinary,
inc_20180127121_DIV08-2018-10376,1,20180127121,2018-08-12 19:51:00,DIV08-2018-10376,Inmate Fight,Inmate Fight
inc_20180127121_DIV08-2018-10376,2,20180127121,2018-08-12 19:51:00,DIV08-2018-10376,Inmate Fight,Disciplinary
inc_20180127121_DIV08-2018-10376,3,20180127121,2018-08-12 19:51:00,DIV08-2018-10376,Inmate Fight,Informational
inc_20180127121_DIV08-2018-10376,4,20180127121,2018-08-12 19:51:00,DIV08-2018-10376,Inmate Fight,Medical Involved
inc_20180411126_DIV08-2018-10376,1,20180411126,2018-08-12 19:51:00,DIV08-2018-10376,Inmate Fight,Inmate Fight
inc_20180411126_DIV08-2018-10376,2,20180411126,2018-08-12 19:51:00,DIV08-2018-10376,Inmate Fight,Informational
inc_20180411126_DIV08-2018-10376,3,20180411126,2018-08-12 19:51:00,DIV08-2018-10376,Inmate Fight,Medical Involved
inc_20180411126_DIV08-2018-10376,4,20180411126,2018-08-12 19:51:00,DIV08-2018-10376,Inmate Fight,Disciplinary
inc_20170916049_DIV08-2018-10393,1,20170916049,2018-08-13 10:35:00,DIV08-2018-10393,Inmate Fight,Inmate Fight
inc_20180306221_DIV08-2018-10393,1,20180306221,2018-08-13 10:35:00,DIV08-2018-10393,Inmate Fight,Inmate Fight
inc_20180515167_DIV08-2018-10431,1,20180515167,2018-08-14 00:22:00,DIV08-2018-10431,Disciplinary,Battery to Inmate
inc_20180605134_DIV08-2018-10431,1,20180605134,2018-08-14 00:22:00,DIV08-2018-10431,Disciplinary,Battery to Inmate
inc_20170720030_DIV08-2018-10442,1,20170720030,2018-08-14 07:35:00,DIV08-2018-10442,Inmate Fight,Battery to Inmate
inc_20170720030_DIV08-2018-10442,2,20170720030,2018-08-14 07:35:00,DIV08-2018-10442,Inmate Fight,Disciplinary
inc_20180510183_DIV08-2018-10442,1,20180510183,2018-08-14 07:35:00,DIV08-2018-10442,Inmate Fight,Disciplinary
inc_20180510183_DIV08-2018-10442,2,20180510183,2018-08-14 07:35:00,DIV08-2018-10442,Inmate Fight,Battery to Inmate
inc_20180807040_DIV08-2018-10442,1,20180807040,2018-08-14 07:35:00,DIV08-2018-10442,Inmate Fight,Disciplinary
inc_20180807040_DIV08-2018-10442,2,20180807040,2018-08-14 07:35:00,DIV08-2018-10442,Inmate Fight,Battery to Inmate
inc_20160724150_DIV08-2018-10471,1,20160724150,2018-08-14 18:07:00,DIV08-2018-10471,Inmate Fight,Use of Force
inc_20160724150_DIV08-2018-10471,2,20160724150,2018-08-14 18:07:00,DIV08-2018-10471,Inmate Fight,Battery to Staff
inc_20160724150_DIV08-2018-10471,3,20160724150,2018-08-14 18:07:00,DIV08-2018-10471,Inmate Fight,Disciplinary
inc_20180504146_DIV08-2018-10471,1,20180504146,2018-08-14 18:07:00,DIV08-2018-10471,Inmate Fight,Use of Force
inc_20180504146_DIV08-2018-10471,2,20180504146,2018-08-14 18:07:00,DIV08-2018-10471,Inmate Fight,Battery to Staff
inc_20180504146_DIV08-2018-10471,3,20180504146,2018-08-14 18:07:00,DIV08-2018-10471,Inmate Fight,Disciplinary
inc_20180629046_DIV08-2018-10491,1,20180629046,2018-08-15 08:30:00,DIV08-2018-10491,Inmate Fight,Inmate Fight
inc_20180629046_DIV08-2018-10491,2,20180629046,2018-08-15 08:30:00,DIV08-2018-10491,Inmate Fight,Disciplinary
inc_20180629046_DIV08-2018-10491,3,20180629046,2018-08-15 08:30:00,DIV08-2018-10491,Inmate Fight,Medical Involved
inc_20180812143_DIV08-2018-10491,1,20180812143,2018-08-15 08:30:00,DIV08-2018-10491,Inmate Fight,Medical Involved
inc_20180812143_DIV08-2018-10491,2,20180812143,2018-08-15 08:30:00,DIV08-2018-10491,Inmate Fight,Disciplinary
inc_20180812143_DIV08-2018-10491,3,20180812143,2018-08-15 08:30:00,DIV08-2018-10491,Inmate Fight,Inmate Fight
inc_20170516044_DIV08-2018-10584,1,20170516044,2018-08-17 05:55:00,DIV08-2018-10584,Disciplinary,Disciplinary
inc_20180111161_DIV08-2018-10584,1,20180111161,2018-08-17 05:55:00,DIV08-2018-10584,Disciplinary,Disciplinary
inc_20180504200_DIV08-2018-10587,1,20180504200,2018-08-17 09:10:00,DIV08-2018-10587,Battery To Staff Without Injuries,Destruction of Property
inc_20180504200_DIV08-2018-10587,2,20180504200,2018-08-17 09:10:00,DIV08-2018-10587,Battery To Staff Without Injuries,Disciplinary
inc_20180504200_DIV08-2018-10587,3,20180504200,2018-08-17 09:10:00,DIV08-2018-10587,Battery To Staff Without Injuries,Battery to Staff
inc_20180802212_DIV08-2018-10587,1,20180802212,2018-08-17 09:10:00,DIV08-2018-10587,Battery To Staff Without Injuries,Destruction of Property
